Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@daw,Dolly Parton helped fund Moderna's vaccine. It began with a car crash and an unlikely friendship.what a great story...
Neutral,conservative,@darrengrimes,"“The EU are yet to formally sign a deal with either developer. If we had joined the EU vaccine programme, the UK would not have secured doses from either Pfizer/BioNTech or Moderna at this stage.”"
Neutral,conservative,@CraigTheTechTeacher,"""The COVE study includes more than 7,000 Americans over the age of 65. It also includes more than 5,000 Americans who are under the age of 65 but have high-risk chronic diseases that put them at increased risk of severe COVID-19, such as diabetes, severe obesity and cardiac disease. These medically high-risk groups represent 42% of the total participants in the Phase 3 COVE study."" #News #FakeNews #MSM #Media #SocialMedia #Politics #ArmyForTrump #Trump #Biden #Election #Moderna #COVID19 #COVID #Shutdowns #Vaccine"
Neutral,conservative,@daw,"Pfizer Says COVID-19 Vaccine Is a Triumph, 95% Effective and No Serious Side Effects"
Neutral,conservative,@daw,Pfizer to start pilot delivery program for its COVID-19 vaccine in four states | Fox Business
Neutral,conservative,@Denisesaluck,"Former Chief Science Officer for Pfizer Says ""Second Wave"" Faked on False-Positive COVID Tests, ""Pandemic is Over"" - HubPages"
Neutral,conservative,@Denisesaluck,"Former Chief Science Officer for Pfizer Says ""Second Wave"" Faked on False-Positive COVID Tests, ""Pandemic is Over"" - HubPages"
Neutral,conservative,@deplorabledosh,Next week it will be 98% effective. Didnt these idiots already say it was 90%? Then another company came out saying they were 95% so then PFIZER changed theirs to 95% rofl.... Nah I'm all set with your rushed vaccine for something that is 99% survivable already.
Neutral,conservative,@DiamondAndSilk,Watch LIVE: President Trump Delivers Remarks from The Rose Garden on Operation Warp Speed..
Neutral,conservative,@DiamondAndSilk,Watch LIVE: President Trump Delivers Remarks from The Rose Garden on Operation Warp Speed..
Neutral,conservative,@DiamondAndSilk,Watch LIVE: President Trump Delivers Remarks from The Rose Garden on Operation Warp Speed..
Neutral,conservative,@DylanWheeler511,"It makes me sick. Most Trump supporters know the virus is a joke & the vax Trump is pushing will modify people’s DNA. But they simply don’t care. They keep saying it won’t be mandatory so it’s not a big deal. But that couldn’t be further from the truth.... It’s a HUGE deal. Do they not care about the well-being of their family & friends or the tens of millions of other people who are about to take this poisonous cocktail thinking they need it? Do they not care that Trump is the one pushing this abomination on them? Where is their compassion or common sense? And once again, Trump doesn’t need to mandate the vax when the schools, hospitals, airlines, sporting events, places of business, & etc. will all begin to mandate a Covid proof of vax record. Life will become extremely difficult for anyone who doesn’t want to inject themselves with that poison. And when that times comes just remember who championed the vaccine in the first place with Operation Warp Speed & the military."
Neutral,conservative,@GodCountryFam45,"SMASH THE ECHO ON THIS!! Here is the video in it’s entirety! Astra Zeneca vaccine has 14 week aborted Caucasian male lung tissue in it.  So this is why, for the last 6 months, pro life advocates and pastors have been warning about this vaccine.  Wake up America!! A virus with a 99% survival rate and they want to use “herd immunity”. Not my body!!"
Neutral,conservative,@FrantzRadio,"I just signed the Great Barrington Declaration, and I am asking you to do the same. This declaration has been co-signed by over 46,000 physicians and scientists, along with nearly 650,000 concerned citizens, including me. This declaration, written by infectious disease specialists and epidemiologists, explains how much MORE dangerous mandatory lockdowns are to the public health than Covid-19 is. It calls for Focused Protection of the most vulnerable, and freedom for the general population, with an end goal of herd immunity.  Please click the link to read the declaration, then find the ""Click to Sign"" button."
Positive,conservative,@Greenwavechs,2 weeks to flatten the curve.....8 months later looking at another lockdown. AND THE WHO now says a vaccine alone will not stop the pandemic. Supreme Court Justice warned us a few days ago....our freedom is being chipped away. Covid-19 is real. I may get it but I try not to. I will not let anyone tell me I can't spend the Holidays with my grandchildren. THEY ARE MY LIFE.🇺🇸
Positive,conservative,@AJCats,"Governor Cuomo is imposing a 10pm indoor curfew in NYC to stop the spread of COVID cases. ‪What is this, a vampire virus that only comes out at night???  Sounds like another dumb decision by dictator Cuomo!‬"
Positive,conservative,@BRath,Will you idiots please stop taking tests? Do you get tested for a hernia every time you lift something heavy?  Some people really want to be a “victim”.
Positive,conservative,@FayewrayLw,People in healthcare are getting covid even with N95s on! A mask wont save you. Wash your hands. Use common sense. The government is not responsible for your health! #slipperyslopefromhere
Positive,conservative,@GregoryLCarter,Has social distancing been a plot to prevent poll watchers from verifying votes all along? 🧐
Positive,conservative,@fubar4fun,"Now is the time to remove these fear mongers. 99% survival rate. Masking and social distancing prevents anyone from building immunity. Also makes immunity to common illnesses drop and makes the Health Care system the new power and a ""necessity"" to tax all citizens to support it. See the plan? This is the axe they want to use to execute you Freedom to live and thrive in the world. Don't fear them. Resist them."
Positive,conservative,@Jonzachariou,"Have you noticed that most of the voices are pushing to devide the country to a pro and anti Trump epicenter of our national problem right now? Well, I don’t.  I see a corrupt political class in both parties, and tech, media, economic and educational monopolists that are doing everything they can to make Trump the focus on and to both sides because they hate being exposed for money and power lust corruption! They want the game to continue and want us to assist them in playing it.  Well I declare today that you, my fellow citizen, are not my enemy. Corruption is the enemy of all of us! Let’s fight together. Let’s pray, love each other and stand for truth to kill the true enemy of us all. Corruption!"
Positive,conservative,@GonvSurvival,‼️ OUT OF THIS MASSIVE VOTE FRAUD ‼️ *** I will tell you this I HAVE 80 MILLION CLOSE FRIENDS - ALL TRUMP VOTERS *** no matter what may come we stand together *** I WILL GLADLY GO INTO BATTLE WITH YOU STANDING SHOULDER TO SHOULDER ‼️ 👍 Let's stick together #TAKEREDPILL
Positive,conservative,@JohnTrischetti,"As the foundation of our democracy is being attacked and threatened by those who want to destroy this great nation, we must unite stand together and fight!  #neverrelent"
Positive,conservative,@bidenisillegitimate,"A sham of an election, we ALL must write our Representative and Senators, outlining that WE sre holding them accountable for their handling of their legislative duties. That means ABSOLUTLEY NO negotiation with cheating Democrats on ANYTHING. I don’t care if it’s a “do nothing” Congress. We got through it with Trump we can get throughI it again...don’t care if the Federal Government gets shut down. We do not allow one of their communist agendas to pass. Green New Deal. No ban on Fracking. No tax increases. NOTHING STAND TOGETHER"
Positive,conservative,@CountyRoadP,"On any given day the MSM has an audience of 20 million people. There were 70.6 million people who voted for Donald Trump. We are the news now!Network together and share independent, open source investigators and journalists. Together we can get the truth out and overcome the MSM narrative!"
Negative,conservative,@Dawnie17,The SCAMDEMIC in its infancy
Negative,conservative,@Dawnie17,The SCAMDEMIC in its infancy
Negative,conservative,@Dawnie17,The SCAMDEMIC in its infancy
Negative,conservative,@Dawnie17,The SCAMDEMIC in its infancy
Negative,conservative,@Hexum74,"The irony that the CHEATING Democratic Party got caught RED HANDED and now, magically, ALL Democratically governed states are facing stricter #scamdemic crackdowns. It’s so obvious at this point, even a blind man can see this! I cannot wait to see #POTUS get his hard fought, well deserved 2nd Term and ALL treasonous traitors arrested!! 🇺🇸🇺🇸🇺🇸. #thankyoupresidenttrump #trump2020 #stopthesteal2020"
Negative,conservative,@BryanJLaz,🇺🇸🇺🇸TWELVE AMENDMENT🇺🇸🇺🇸 Watch this to get a clear understanding on how this process works and what options are available for President Trump. #savetheusa  #trump2020 #trump #trumptrain #patriots #donaldtrump #presidenttrump #democrats #pandemic #scamdemic #wwg1wga #qanon #stopthesteal #stopcensorship #stophumantrafficking #stopvoterfraud #voterfraud #americafirst #draintheswamp #maga #maga2020 #obamagate #barackobama #tuckercarlson #seanhannity #fightback #keepamericagreat #pennsylvania #arizona #georgia #soros #georgesoros #trumpmovement #movement #socialism #auditthevote #greggutfeld #oann #newsmax
